,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
2867,The Emirates FA Cup,7561376,90903,3793,7094,1.2523646489739433,1.2022018214674155,0.05016282750652791,0.0938189028028761
2868,The Escapist,1189144,57917,1231,3289,4.973998102836998,4.870478259992061,0.1035198428449372,0.2765855102493895
2869,The Everyday Dad,232938,6463,508,1693,2.9926418188530852,2.7745580369025236,0.21808378195056194,0.7268028402407507
2870,The Fast Lane Car,179058,4334,308,1986,2.5924560756849737,2.420444772085023,0.17201130359995084,1.1091378212646181
2871,The Fast Lane Truck,1013828,24678,1144,5991,2.5469803556421797,2.43414070236766,0.11283965327451993,0.5909286387829099
2872,The Fast Saga,26182165,281315,9545,17809,1.1109088954255693,1.074452781120278,0.03645611430529141,0.06801958508778781
2873,The Film Theorists,51194564,2893878,65243,294450,5.7801468921583155,5.652705627105253,0.12744126505306305,0.5751587219299299
2874,The Fishfam,4896295,174037,3919,12458,3.6345032315250614,3.554463119562853,0.08004011196220816,0.2544372837012476
2875,The Food Theorists,54518032,2852527,49092,317172,5.322310607250093,5.232263336284773,0.09004727096532024,0.5817744851831775
2876,The Funks,7791116,228927,6461,26081,3.0212359821109067,2.9383081961557243,0.0829277859551828,0.33475307003515287
2877,The Furrha Family,6139869,290117,11012,2969,4.904485747171479,4.7251333863963545,0.17935236077512404,0.04835608056132794
2878,The Game Theorists,89523432,5307061,113710,574388,6.055142077216164,5.928125052220965,0.127017024995199,0.6416063226887906
2879,The Gaming Merchant,870304,23752,662,3410,2.8052266794131704,2.7291613045556495,0.07606537485752105,0.3918171121814906
2880,The Globe and Mail,327986,3185,563,0,1.1427317019628886,0.9710780338185167,0.17165366814437202,0.0
2881,The Graham Norton Show,1376040,16100,797,891,1.2279439551175837,1.1700241272056044,0.057919827911979305,0.06475102467951513
2882,The Grand Tour,3523699,121791,1374,6856,3.495332603607743,3.4563394887020715,0.03899311490567157,0.19456826476949365
2883,The Guardian,1668636,20785,1725,4769,1.3490060144932747,1.2456281657593387,0.10337784873393598,0.2858022960070381
2884,The HU,1980321,150785,1691,9784,7.699559818837451,7.614169621995626,0.08539019684182514,0.49406131632194983
2885,The Herbert's,7478454,292538,7049,23448,4.006001775233224,3.9117443257657265,0.0942574494674969,0.3135407398374049
2886,The Herberts,4624015,177001,2021,11822,3.871570485822386,3.8278638801993505,0.04370660562303539,0.255665260601447
2887,The Herd with Colin Cowherd,318493,4044,221,1113,1.3391189131315289,1.269729632990364,0.0693892801411648,0.3494582298512055
2888,The Hill,2041166,12836,10672,15076,1.151694668635476,0.6288562517698217,0.5228384168656542,0.7385974487131375
2889,The Hollywood Fix,1423166,36549,2103,5279,2.715916484795168,2.568147355965502,0.1477691288296657,0.3709335383223039
2890,The Hollywood Reporter,4041927,49762,6103,15288,1.382137777352238,1.2311454412709582,0.15099233608128004,0.37823543077349
2891,The Howard Stern Show,1659732,31389,615,2939,1.928263117177954,1.8912089421665665,0.03705417501138738,0.17707678107067887
2892,The Icing Artist,763720,29026,755,2308,3.899465772796313,3.800607552506154,0.0988582202901587,0.30220499659561095
2893,The Independent,1849673,20522,7002,11553,1.4880468061111343,1.1094934077536949,0.3785533983574394,0.6245968882067263
2894,The Infographics Show,2684348,101981,2289,5767,3.8843696867917274,3.7990975834727836,0.08527210331894375,0.21483801653138862
2895,The Isley Brothers,1392576,61470,835,6367,4.4740825635369275,4.414121742727147,0.05996082080977986,0.45721023484535134
2896,The Keef Crew,381077,42858,688,6609,11.427086914193195,11.24654597364837,0.18054094054482428,1.7342951686929413
2897,The Kelly Clarkson Show,5395801,337976,4835,57089,6.353292124746631,6.26368541019211,0.0896067145545212,1.0580264172084923
2898,The Kennedy Center,490540,3389,126,223,0.7165572634239817,0.6908712847066498,0.02568597871733192,0.04546010519019856
2899,The Kid LAROI.,13964234,827108,11970,52489,6.008764963405798,5.923045975883818,0.08571898752197936,0.37588169891739137
2900,The Kitchen & Jorn Show,1402966,95884,4879,12508,7.182141263580158,6.834378024841657,0.3477632387385011,0.8915397807216996
2901,The LaBrant Fam,11940675,489521,10789,0,4.189964135193362,4.0996091092002755,0.09035502599308666,0.0
2902,The Late Late Show with James Corden,55150012,2944984,78533,195881,5.482350575009848,5.339951693936168,0.14239888107367954,0.3551785265250713
2903,The Late Show with Stephen Colbert,11047412,196307,5445,22877,1.8262376744888305,1.776950112840908,0.049287561647922605,0.2070801740715382
2904,The List,4558233,28363,12356,5366,0.8933066826553184,0.6222367307682605,0.271069951887058,0.1177210555054996
2905,The MJ Family,3580410,164643,4420,23772,4.721889392555601,4.5984398434816125,0.12344954907398874,0.6639463078250815
2906,The Masked Singer,1110018,5727,545,1610,0.5650358823010078,0.5159375793906045,0.049098302910403256,0.14504269300137476
2907,The Masters,4638749,34456,1122,2870,0.7669740268335278,0.7427864710938229,0.02418755573970482,0.06187012920940538
2908,The Mayweather Channel,203699,2793,239,0,1.4884707337787617,1.3711407517955414,0.11732998198322034,0.0
2909,The McElroy Family,232378,19177,83,1690,8.2882200552548,8.252502388350015,0.035717666904784444,0.7272633381817556
2910,The National,356903,6435,1348,2895,2.1807045611832905,1.803010902121865,0.37769365906142566,0.8111447648240558
2911,The New York Times,751162,24065,3267,8195,3.638629217132922,3.20370306272149,0.4349261544114319,1.0909763805943324
2912,The Office,10609063,361278,3295,14667,3.436429777068908,3.4053714262984394,0.031058350770468608,0.1382497210168325
2913,The Official Big30,2842010,68677,1446,3391,2.467373443443197,2.41649396026052,0.05087948318267705,0.11931696229077308
2914,The Official Pokémon YouTube channel,24176392,887019,38562,123118,3.8284496710675437,3.668946962805699,0.15950270826184487,0.5092488573150203
2915,The Ohio Channel,87195,0,0,0,0.0,0.0,0.0,0.0
2916,The One Shu,899787,72389,1228,271,8.181602979371785,8.045126235431274,0.13647674394051038,0.030118239094363442
2917,The Outsider,547027,31944,278,1729,5.890385666521031,5.8395655059073865,0.0508201606136443,0.3160721500035647
2918,The Pat McAfee Show,7314709,144977,2570,24033,2.017127407255709,1.9819927217883855,0.03513468546732344,0.3285571579129122
2919,The Paul Becker Channel,817943,42425,163,1495,5.206719783652406,5.1867917446570235,0.01992803899538232,0.18277557238096054
2920,The Perkins,2481023,148796,1892,7555,6.073623662497284,5.997364796698781,0.07625886579850327,0.3045114857863067
2921,The Pixel Kingdom,101115162,2954864,76244,93781,2.997679022657354,2.9222758897424304,0.07540313291492329,0.0927467237801587
2922,The Plain Bagel,325611,13795,487,1728,4.386215453409129,4.23665048170977,0.14956497169935906,0.5306946018408469
2923,The Ramsey Show - Highlights,806823,13679,590,2208,1.7685415512448208,1.6954152273794871,0.07312632386533353,0.2736659713468753
2924,The Real Daytime,1140982,23361,763,4945,2.114319069012482,2.0474468484165396,0.06687222059594279,0.43339859875090053
2925,The Reel Rejects,2613264,113446,2459,12921,4.435257976232022,4.3411610920289725,0.09409688420305029,0.49443913818121704
2926,The Renterias,1007704,59097,635,4272,5.927534275938172,5.864519739923629,0.06301453601454396,0.4239340123687114
2927,The Rich Eisen Show,372303,6337,174,887,1.7488443552697668,1.7021082290499943,0.046736126219772606,0.2382468043502201
2928,The Roots,64626,2250,36,113,3.5372760189397456,3.4815708847832143,0.05570513415653143,0.17485222665800143
2929,The Royal Family,0,0,0,0,,,,
2930,The Royal Family Channel,25463055,161952,10671,28066,0.6779351495725866,0.6360273737774199,0.04190777579516676,0.11022243795962425
2931,The Royalty Family,17563264,829793,33235,0,4.91382467404692,4.724594471733728,0.1892302023131919,0.0
2932,The Rybka Twins,737493,38350,397,4536,5.253880375813736,5.200049356400671,0.05383101941306562,0.6150566852837925
2933,The Schmo,1142311,33716,1098,5807,3.0476814107541643,2.9515604769629284,0.09612093379123549,0.5083554303512792
2934,The Scott Family,854246,30070,1210,767,3.661708688129649,3.520063307290874,0.1416453808387748,0.08978678273003327
2935,The Sims,7399603,462444,123018,81532,7.912073120679582,6.249578524685716,1.6624945959938662,1.1018428961661861
2936,The Slow Mo Guys,13582795,834154,9616,41509,6.2120498763325225,6.141254432537633,0.07079544379488904,0.30559984156427306
2937,The Sun,2495151,26598,2749,9970,1.1761612824233885,1.0659875895286497,0.11017369289473863,0.3995750157004526
2938,The Swoon,4760267,361577,2586,18213,7.650054083100801,7.595729399212271,0.05432468388852978,0.3826045891963623
2939,The TRY Channel,619490,28933,300,3476,4.718881660720916,4.670454728889894,0.04842693183102229,0.561106716815445
2940,The Tech Chap,753635,16610,601,2825,2.283731514592608,2.2039846875476856,0.07974682704492228,0.3748498941795432
2941,The Telegraph,39559221,329830,51644,0,0.9643112031958364,0.8337626264177447,0.13054857677809176,0.0
2942,The Tonight Show Starring Jimmy Fallon,62284051,8699567,104897,407270,14.135984828604036,13.967567716492942,0.16841711211109245,0.6538913148086659
2943,The Try Guys,45364518,1958522,23819,132751,4.369805053367921,4.317299260183917,0.05250579318400341,0.29263178768922443
2944,The United Stand,1568404,35365,1732,2973,2.365270682808766,2.2548399519511553,0.11043073085761067,0.1895557522169033
2945,The Urban Rescue Ranch,2183847,91542,995,8039,4.2373389710909235,4.1917771712029275,0.045561799887995816,0.3681118686428124
2946,The Verge,6543425,134424,7894,14808,2.174977171741099,2.0543369871283006,0.12064018461279834,0.22630350313482617
2947,The View,1875363,32603,2489,20776,1.871211066870787,1.7384900949842776,0.13272097188650944,1.1078388557308638
2948,The Voice,19789059,248421,3301,14373,1.2720261231218726,1.255345188470053,0.01668093465181947,0.07263104324465353
2949,The Voice Global,1701648,27827,726,712,1.6779615995787613,1.6352970767162187,0.042664522862542666,0.041841791016708506
2950,The Weather Channel,315878,0,0,1188,0.0,0.0,0.0,0.37609456815606024
2951,The Weeknd,6235076,539397,3525,25488,8.707544222396006,8.6510092258699,0.05653499652610489,0.4087841110517338
2952,The Wendy Williams Show,1728450,26472,4034,13433,1.7649339003153115,1.5315456044432874,0.23338829587202406,0.7771702970869855
2953,The White House,2428744,115224,26084,34266,5.818151274897643,4.744180531171668,1.0739707437259753,1.4108526876443133
2954,The Young and the Restless,276071,2408,178,752,0.9367155550564891,0.8722393876937454,0.06447616736274364,0.2723936958246248
2955,TheAMaazing,951222,93236,677,6815,9.87287930682848,9.801707698097815,0.07117160873066435,0.716446844164664
2956,TheBackyardScientist,715265,42582,372,1883,6.005326697098278,5.953318001020601,0.0520086960776775,0.263259071812545
2957,TheCrazyGorilla,2076653,78779,2080,14818,3.893717438589885,3.793556265779598,0.10016117281028655,0.7135520474532818
2958,TheDooo,3622451,332641,1739,18686,9.2307666825583,9.182760512150475,0.04800617040782608,0.5158385855322819
2959,TheEllenShow,15459511,356695,102591,31619,2.970896039337855,2.307285139872794,0.6636108994650607,0.20452781462492572
2960,TheFlightMike,481394,11114,421,2572,2.3961661341853033,2.3087117828639325,0.08745435132137085,0.5342816902578761
2961,TheGamerpro111,538701,19070,1193,227,3.7614557982999846,3.5399971412713174,0.2214586570286671,0.042138403307214946
2962,TheGeotechengineer,4803587,70184,4344,15732,1.5515072382367594,1.4610748176310744,0.09043242060568488,0.3275052580498698
2963,TheJuicyJVEVO,767391,43482,762,3353,5.7655093687572565,5.666211878950887,0.09929748980636989,0.43693501748131003
2964,TheKOJokerGaming,536054,25041,1580,459,4.966104161147944,4.671357736347457,0.2947464248004865,0.0856257018882426
2965,TheKidLAROIVEVO,11222899,685715,16133,51184,6.253713946815346,6.109963210040472,0.1437507367748743,0.4560675454710944
2966,TheKillersVEVO,1213516,32203,544,1853,2.6985223103774487,2.6536938944356727,0.0448284159417758,0.1526967918016738
2967,TheLlamaSir,755686,38197,1444,5987,5.245697286968397,5.054612630113565,0.19108465685483125,0.7922602774168107
2968,TheMacLife,15947854,279385,10417,87578,1.817184932844256,1.7518657996242002,0.06531913322005581,0.5491522558458336
2969,TheNeighbourhoodVEVO,4968161,641024,2732,26056,12.957631606544151,12.902641440162668,0.05499016638148401,0.5244596541859251
2970,TheNeonArcade,156270,6392,180,1843,4.205541690663595,4.0903564343764,0.11518525628719524,1.1793690407627824
2971,TheOdd1sOut,58146989,3527231,74593,466267,6.1943430983158905,6.066059585647676,0.128283512668214,0.8018764307813084
2972,TheOdd2sOut,2150112,151912,1853,14382,7.151487922489619,7.0653063654358474,0.08618155705377208,0.6688953877751485
2973,TheRealSullyG,2689862,161196,2011,10377,6.06748598998759,5.992723790291101,0.07476219969649,0.38578187282470255
2974,TheRelaxingEnd,9277123,455422,14085,33736,5.060911664101036,4.909086577810815,0.15182508629022165,0.36364722123442794
2975,TheReportOfTheWeek,3908531,261653,6433,22924,6.858996385086878,6.694407694348593,0.16458869073828505,0.5865119145786486
2976,TheRubber,4805138,222602,2985,31755,4.694703877391243,4.6325828727499605,0.062121004641281896,0.6608551096763506
2977,TheShookKitty,26329396,665871,13304,36802,2.5795312585218437,2.5290021844785198,0.050529074043324046,0.1397753294454609
2978,TheSmithPlays,1298454,115914,2657,16589,9.131705859429752,8.927077894172609,0.20462796525714427,1.2775962798836153
2979,TheStradman,7280791,746915,8768,130915,10.379133256262953,10.258706780623148,0.12042647563980342,1.7980875978997337
2980,TheTalko,1373261,28092,1543,3976,2.158002011270982,2.0456417243335387,0.11236028693744307,0.2895298126139168
2981,TheWeasle,2394456,38303,2854,12068,1.7188455331816497,1.5996535329945507,0.11919200018709887,0.5039975677147545
2982,TheWeekndVEVO,127244699,5995060,98936,328019,4.789194400939248,4.711441849534337,0.07775255140491157,0.2577859844676123
2983,Thinknoodles,1306869,50026,681,5523,3.880036943259041,3.8279276652824423,0.05210927797659903,0.4226131310789375
2984,This Is,358570,14482,722,1923,4.240176255682294,4.038820871796302,0.20135538388599158,0.5362969573583959
2985,This Morning,2552247,21460,11614,1962,1.2958777108955364,0.8408277098572357,0.45505000103830073,0.07687343740633254
2986,This Old Tony,2417478,158042,1459,10888,6.59782632975357,6.537474177634708,0.06035215211886106,0.4503867253393826
2987,Thomas Petrou,8671608,540655,19671,27160,6.461615884850883,6.234772143759266,0.22684374109161762,0.31320603975640965
2988,Thomas Sanders,1230565,194293,898,31628,15.86190083416967,15.788926224945453,0.07297460922421814,2.570201492810213
2989,Thomas Sanders and Friends,310054,49551,92,4831,16.01108194056519,15.98140968992498,0.02967225064021106,1.5581156830745613
2990,Thordan Smash,169344,4046,153,1158,2.479568216175359,2.3892195767195767,0.09034863945578231,0.6838151927437641
2991,Throttle House,940556,28488,398,3119,3.0711621636563904,3.0288467672312973,0.042315396425093244,0.3316123654519242
2992,Through Our Eyes,552565,33558,706,2627,6.200899441694642,6.073131667767593,0.1277677739270493,0.4754191814537656
2993,Tianna Holizki,1459385,32862,1158,2132,2.331118930234311,2.251770437547323,0.07934849268698801,0.14608893472250298
2994,TierZoo,9001253,789489,5239,60567,8.829081906707877,8.770878898748874,0.05820300795900304,0.6728729877940327
2995,Tierra Cali,352652,15357,281,1349,4.434399918333088,4.35471796558647,0.07968195274661706,0.3825300863173894
2996,Tifo Football,647001,22675,380,2769,3.5633638897003252,3.504631368421378,0.05873252127894702,0.4279746090036955
2997,TikToMania,62765688,1446100,104071,2657,2.4697745685508936,2.3039658228553153,0.16580874569557813,0.004233204613323127
2998,Tiko,907530,30242,749,2451,3.4148733375205227,3.3323416305797053,0.08253170694081738,0.27007371657135304
2999,Tim Chantarangsu,674068,63899,273,6010,9.520107763608419,9.479607398660075,0.04050036494834349,0.8916014408041919
3000,Tim Schofield,309946,4859,266,1036,1.6535138378943428,1.5676924367470462,0.08582140114729662,0.33425177288947105
3001,TimTheTatman,2343469,94114,1002,3374,4.058769286045601,4.016012159751207,0.04275712629439519,0.1439745949274345
3002,TimTom,3106722,125533,1959,22748,4.103746650006019,4.040689833206834,0.06305681679918576,0.7322187179927911
3003,Tinder,1658203,29248,1118,1835,1.831259502003072,1.7638371176508545,0.06742238435221742,0.11066196358346958
3004,TiniVEVO,7646459,400527,6172,39707,5.318788736067244,5.238071635511287,0.08071710055595668,0.5192861166194706
3005,Tiny Meat Gang,6359889,650467,3282,25703,10.27925172907892,10.227647054846397,0.051604674232521984,0.4041422735522585
3006,Tivi Gunz,372415,45317,952,4091,12.424043070230791,12.168414269027831,0.25562880120295906,1.0985056992870856
3007,Toad,5166178,112765,1676,8720,2.215196611498868,2.1827548334571514,0.03244177804171672,0.16879015783041157
3008,Toby Keith,129571,6710,179,805,5.3167761304612915,5.178627933719737,0.13814819674155482,0.6212809965192828
3009,Tokischa,2684649,164421,3417,8657,6.251766990768625,6.124487782201696,0.12727920856692998,0.3224630109932434
3010,Tokopedia,7877512,689161,10288,22797,8.87905978435831,8.748460173719824,0.13059961063848585,0.2893934023838999
3011,Tom MacDonald,24043620,1637599,59078,252500,7.056662016784494,6.8109502645608275,0.2457117522236668,1.050174640923455
3012,Tom MacDonald - Topic,397732,29357,2213,45,7.937505657075619,7.381100841772852,0.5564048153027666,0.01131415123751672
3013,Tom Scott,24153496,2005494,13961,102957,8.360922162158223,8.303121005754198,0.05780115640402532,0.4262612749723684
3014,Tom Simons,28989385,2899754,18939,201510,10.068143908537555,10.00281309865663,0.0653308098809271,0.6951165055760927
3015,TomSka,12836206,1324887,15169,109540,10.43965794877396,10.321484401231952,0.11817354754200735,0.8533674202486311
3016,Tommy Craze,421935,45869,254,2475,10.931304584829418,10.871105739035633,0.0601988457937834,0.586583241494543
3017,TommyInnit,71062122,5850339,61969,443768,8.319914792299617,8.232710810408955,0.08720398189066181,0.6244789594096275
3018,TommyOutit,18339119,2094713,13363,100551,11.494968760494983,11.422102664800855,0.07286609569412794,0.5482869706009323
3019,TommyVODS,4234403,245057,2852,29082,5.854638776705949,5.78728571654611,0.06735306015983836,0.6868028385583517
3020,Tom’s Guide,138102,1590,85,311,1.2128716455952846,1.1513229352217926,0.061548710373492056,0.2251958697194827
3021,Tonester Paints,5822406,289288,5718,8248,5.0667370155911495,4.968530191814175,0.09820682377697468,0.14165965066675185
3022,TongTongTv 통통컬처,1637122,173404,1448,7976,10.680450204688471,10.592002306486627,0.08844789820184445,0.4871964337416515
3023,Tony Loya,334598,17234,750,2119,5.374807978529459,5.150658402022726,0.22414957650673345,0.6332972701570242
3024,Tool_Tips,40206506,1214564,41215,8213,3.1233228771482904,3.0208145915489397,0.10250828559935052,0.020427042329915462
3025,Toon Desk,3326129,61880,8194,1836,2.1067733692830313,1.8604209277511485,0.24635244153188285,0.055199302251957155
3026,Toosii 2x,9523615,413837,4931,19684,4.397153811866607,4.34537725433042,0.05177655753618768,0.2066862215660755
3027,Toosii2xVEVO,8371469,264352,4234,13052,3.208349693464791,3.1577731459078446,0.0505765475569461,0.1559105098519746
3028,Top Dawg Entertainment,1273814,73848,1329,6742,5.901725055620365,5.797392711965797,0.10433234365456809,0.5292766447848744
3029,Top Gear,7250810,149574,3555,18861,2.111888189043707,2.062859184008407,0.04902900503529951,0.26012266215774515
3030,Top Rank Boxing,8283721,80032,4426,30381,1.0195659655847897,0.9661358705827973,0.05343009500199246,0.3667554713636541
3031,Top5Gaming,7935939,181264,4041,15815,2.335010387554642,2.2840901372855815,0.05092025026906079,0.1992832858216274
3032,Topper Guild,34744277,940712,64659,3652,2.8936305107169162,2.7075307970863807,0.18609971363053546,0.010511083595148634
3033,Tory Lanez,50739700,786994,29767,74973,1.6097079801417824,1.551041886333581,0.05866609380820147,0.14776003799785967
3034,Total War,4908712,195627,3574,24832,4.05811137422607,3.9853020507212484,0.07280932350482164,0.5058760831761977
3035,Tottenham Hotspur,20880782,311797,8632,22393,1.5345641748474745,1.4932247269283305,0.041339447919144026,0.1072421521377887
3036,ToxikPotatoes,518798,18303,1014,83,3.723414508151535,3.5279627138115415,0.1954517943399936,0.015998519655048785
3037,Trailer Park Boys,1349154,80277,545,4219,5.990568904661736,5.9501732196620996,0.04039568499963681,0.3127144862632435
3038,Travis MCP,86384,1903,201,837,2.4356362289312834,2.2029542507871827,0.23268197814410077,0.9689294313761808
3039,Travis Scott,3964334,401822,3905,24912,10.234430297749887,10.135926993033381,0.09850330471650472,0.6284031567471359
3040,TravisScottVEVO,18915562,946683,20751,59078,5.114487214284196,5.004783891697217,0.10970332258697892,0.31232484659985255
3041,Trent & Allie,359777,33947,455,2069,9.562034260111124,9.435567031800254,0.12646722831087034,0.5750784513740456
3042,Trevor Bauer,694271,25626,2633,6187,4.070312601275295,3.6910658806143424,0.3792467206609523,0.8911505737673041
3043,Trevor Wallace,5727609,354665,3351,11487,6.2507060101344205,6.192199921468103,0.05850608866631783,0.2005548912294816
3044,Trey Songz,1634685,96545,1316,4198,5.986535632247191,5.906030825510725,0.08050480673646605,0.25680788653471465
3045,Treyten,2784264,84452,2371,6798,3.118346536104335,3.0331893814667,0.08515715463763494,0.24415788158019497
3046,Treyten Live,131670,13482,68,1915,10.290878711931343,10.239234449760765,0.05164426217057796,1.4543935596567175
3047,Triller,304174,15806,1285,682,5.618823436585639,5.1963678683911185,0.42245556819452024,0.22421377238028234
3048,Trimix,13545646,385445,16676,46282,2.968636564103329,2.8455268947675143,0.12310966933581462,0.341674365327427
3049,Trippie Redd,19971544,1214294,24791,98184,6.204252410329417,6.080120795868361,0.1241316144610552,0.49161947619072416
3050,TrippieReddVEVO,2744039,137970,2541,8295,5.120590487234328,5.027989762536174,0.09260072469815481,0.3022916219485219
3051,Tristan Jass,4676173,246087,2884,27521,5.32424698572957,5.2625726208162105,0.06167436491335971,0.5885368227394495
3052,Tristan Paredes,2418474,153097,1997,10512,6.412886803827537,6.330314074081425,0.08257272974611263,0.4346542489189464
3053,Trixie Mattel,6807631,502867,5305,25495,7.4647406711674,7.3868134157095175,0.07792725545788248,0.37450619753038905
3054,TrixyBlox,6300762,943824,3567,50978,15.03613372477805,14.979521524539413,0.056612200238637805,0.8090767434161138
3055,TroopzTV,852467,33347,1081,8736,4.0386314074327805,3.9118229796578636,0.1268084277749168,1.0247904024437309
3056,Troydan,621928,22584,219,1078,3.6665015886083276,3.631288509280817,0.03521307932751058,0.1733319612559653
3057,TroyeSivanVEVO,2783549,128256,1119,5134,4.64784345452514,4.607642976646002,0.04020047787913918,0.18444079841957156
3058,True Geordie Xtra,998658,34609,1184,5667,3.5841098754528575,3.465550769132175,0.11855910632068235,0.567461533377793
3059,Trump White House Archived,2016614,124797,24779,0,7.417185440545389,6.188442607261479,1.2287428332839105,0.0
3060,Tsuriki Show,7765658,267022,15792,1522,3.641854946483608,3.4384980641691922,0.2033568823144156,0.019599111884659355
3061,Tubbo,12246072,1398591,7267,55449,11.480072957271524,11.420731480265673,0.059341477005851344,0.45279008648650765
3062,TubboLIVE,1315615,90397,419,3259,6.9029313286941845,6.871083105619805,0.031848223074379664,0.24771684725394588
3063,Tucker Budzyn,30880019,1113835,18528,77571,3.666976370707544,3.60697640762462,0.05999996308292427,0.2512012703100992
3064,Tucker Doss,1120805,63111,911,4512,5.71214439621522,5.63086353112272,0.08128086509250047,0.40256779725286734
3065,Tugaz,5399427,61931,2661,2887,1.1962750862267422,1.146992078974306,0.04928300725243623,0.0534686365794
3066,Turtle Quirk,1238692,38085,624,5780,3.1249899087101554,3.0746141898066672,0.05037571890348852,0.4666212424073135
3067,TwinsthenewTrend,398741,26100,608,4242,6.698082213767834,6.545602283186329,0.15247993058150527,1.0638484630374103
3068,TwoSetViolin,1483178,241858,527,20361,16.342273145906965,16.30674133516004,0.03553181074692316,1.372795443298107
3069,Ty Dolla $ign,13391988,391348,10030,19761,2.9971502363950746,2.922254709308282,0.0748955270867925,0.14755837594836554
3070,TyC Sports,3944510,43168,2099,9729,1.1475950118012124,1.0943818116825663,0.053213200118645915,0.24664660502825447
3071,Tyceno,666604,64351,687,5922,9.75661712200947,9.653557434398833,0.1030596876106354,0.8883835080497566
3072,Tyla Yaweh,890274,58078,694,5105,6.601563114277178,6.523609585363607,0.07795352891357044,0.5734189698901686
3073,Tyler Cameron,1014543,22948,755,1930,2.3363228566950833,2.261905113928143,0.07441774276694038,0.1902334351525761
3074,Tyler Childers,716945,0,0,0,0.0,0.0,0.0,0.0
3075,Tyler Csatari,9691781,663514,11335,4645,6.96310616180865,6.846151393639621,0.116954768169029,0.0479272075999241
3076,Tyler Oliveira,3340360,86667,2794,3789,2.678184387311547,2.5945407081871417,0.08364367912440575,0.1134308876887521
3077,"Tyler, The Creator",19623155,1695515,10721,84418,8.695013620388771,8.640379184692778,0.05463443569599282,0.4301958579035838
3078,TylerChildersVEVO,312085,8298,647,0,2.86620632199561,2.658891007257638,0.20731531473797202,0.0
3079,Tyrone Magnus,1319329,89554,1775,6497,6.922382514141658,6.787844426977653,0.13453808716400534,0.4924472970729818
3080,Tyz,10910920,172284,5749,10743,1.6316955857067965,1.5790052534525045,0.05269033225429203,0.09846099137377966
3081,UANLOF MUSIC,9153275,484853,44502,107741,5.783230592328975,5.29704395421311,0.48618663811586565,1.1770759646137585
3082,UCLA Athletics,2001623,22892,936,1766,1.190433962839156,1.1436719102448363,0.04676205259431971,0.08822840265124851
3083,UEFA,2464473,69783,1643,6151,2.8982261116271104,2.83155871458117,0.06666739704594045,0.2495868285024831
3084,UFC - Ultimate Fighting Championship,69082797,1322606,38005,183238,1.9695366416620335,1.914522945560528,0.05501369610150556,0.2652440375278957
3085,US Open Tennis Championships,4060872,17477,9785,6667,0.67133364459653,0.4303755449568467,0.2409580996396833,0.16417656109328244
3086,USA Gymnastics,785395,6423,299,636,0.8558750692326791,0.8178050535081074,0.038070015724571714,0.0809783612067813
3087,USA TODAY,2275885,15811,26164,32511,1.8443374775087493,0.6947187577579711,1.1496187197507783,1.4284992431515653
3088,USA TODAY Entertainment,3186399,381894,1817,16393,12.042151657717692,11.985128039520474,0.057023618197218864,0.5144678993434281
3089,USA TODAY Sports,441793,3993,646,2099,1.0500392717856553,0.9038169459452731,0.14622232584038225,0.4751093838064433
3090,Uber Eats,1098105,14003,696,1281,1.3385787333633852,1.275196816333593,0.06338191702979223,0.11665551108500553
3091,Ubisoft,2648187,68391,3283,7975,2.7065309209659287,2.582559313220705,0.12397160774522344,0.30114942789161037
3092,Ubisoft North America,3671988,158279,6263,18971,4.481005929213277,4.31044436964391,0.17056155956936678,0.5166411219208777
3093,Ulanos,644923,45329,1172,311,7.210318131001685,7.028591010089577,0.18172712091210888,0.04822281109527804
3094,Umar Ashraf,232081,7745,146,1431,3.4001059974750194,3.3371969269349924,0.06290907054002698,0.6165950681012233
3095,Unathletic Remi,1333081,22151,595,1038,1.7062729121486242,1.661639465268802,0.04463344687982201,0.07786473590126931
3096,Unbox Therapy,58064291,1717745,91697,212301,3.1162733047063296,2.9583500812917873,0.15792322341454235,0.365630917632319
3097,Underworld,1346035,16547,547,1313,1.2699521186299019,1.229314245171931,0.040637873457971006,0.09754575475377683
3098,Unghetto Mathieu,1280869,69276,832,5454,5.473471525971821,5.408515624939006,0.06495590103281444,0.42580466854924276
3099,United States Golf Association (USGA),320270,1158,76,267,0.38529990320666935,0.36156992537546445,0.02372997783120492,0.08336715895962782
3100,Universal Orlando Resort,300653,4233,73,477,1.4322158767748867,1.407935393959149,0.024280482815737744,0.15865466168639594
3101,Universal Pictures,60658710,884808,16845,67503,1.486436160610735,1.458666034935461,0.027770125675274003,0.11128327654841325
3102,Universal Pictures UK,1882333,75651,1919,0,4.12094990631307,4.019001951301922,0.1019479550111484,0.0
3103,Unknown Smug,905327,71528,1304,235,8.04482800137409,7.900791647658802,0.1440363537152874,0.02595747172016299
3104,Unlucky Morpheus official,486350,15463,288,1247,3.2386141667523387,3.1793975532024263,0.05921661354991262,0.2563997121414619
3105,Unreal Engine,4670716,174091,2455,14742,3.7798487426767116,3.7272872082139012,0.052561534462810415,0.31562612670091694
3106,Unsolomovimientomusic,2405793,136457,3215,13119,5.805653271083589,5.672017501090077,0.13363576999351148,0.5453087609781889
