,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
1968,Mopi,835222,92317,1881,9234,11.278199089583369,11.052989504586805,0.2252095849965638,1.1055743263467677
1969,Mora,3558861,107189,1281,2379,3.047885264414654,3.0118906020774623,0.03599466233719159,0.06684723005478438
1970,More Doug DeMuro,713142,25403,513,3938,3.634058855038688,3.5621236724242857,0.07193518261440218,0.552204189347984
1971,More SypherPK,3470518,115987,3105,9535,3.431533851718965,3.34206593943613,0.08946791228283502,0.27474284818577516
1972,MoreJStu,1093594,40152,715,4313,3.7369444236160767,3.6715636698811442,0.06538075373493271,0.39438767952274795
1973,MoreLlamaSir,810523,10941,832,636,1.4525189291358789,1.3498691585556486,0.1026497705802303,0.07846785347238758
1974,MoreSidemen,34092508,1878050,17249,57932,5.559282995548465,5.508688301840393,0.050594693708072166,0.16992589691553348
1975,Morgan Adams,2215593,119121,3463,9834,5.532785127954457,5.376483857820457,0.15630127013400025,0.44385408330862214
1976,Morgan Wallen,4177510,89928,992,2984,2.1764160947550097,2.152669891873389,0.02374620288162087,0.07143011028100471
1977,MorganWallenVEVO,11155594,158759,2858,7708,1.4487529754130528,1.4231335417907822,0.025619433622270586,0.06909537941233788
1978,Morgz,1505706,80791,5583,21103,5.736445229015492,5.365655712336937,0.37078951667855475,1.4015352266644352
1979,Mori Calliope Ch. hololive-EN,2841298,303482,989,17146,10.715912234478749,10.681104199559497,0.0348080349192517,0.6034565892067639
1980,Moriah Elizabeth,50555995,2483208,28565,536987,4.9682990118184795,4.911797305146502,0.05650170667197827,1.0621628552657305
1981,Morray,4856013,243266,2965,20456,5.07064128535076,5.009582964460763,0.06105832088999762,0.4212509315769954
1982,MorrayVEVO,3258122,126721,2030,9040,3.9516936443755024,3.889387812979379,0.062305831396123286,0.27746045114332735
1983,Mother Jones,247123,7225,2457,5125,3.9178870441035434,2.9236453102301283,0.9942417338734153,2.0738660505092605
1984,Motivedia - Boxing,391866,10120,173,1144,2.626663196092542,2.5825154517105338,0.044147744382008136,0.2919365293237995
1985,MotoGP,3158525,26336,934,1369,0.863377684203861,0.8338069193690093,0.02957076483485171,0.04334301612303211
1986,MotorTrend Channel,161019,3224,289,813,2.181730106384961,2.002248181891578,0.17948192449338277,0.5049093585229072
1987,Motorsports on NBC,104679,1117,95,230,1.1578253517897572,1.067071714479504,0.09075363731025325,0.21971933243534997
1988,Mountain Dew,1196755,5958,157,1043,0.5109650680381532,0.497846259259414,0.013118808778739173,0.08715234112245196
1989,MovistarDeportesPerú,2979506,27012,3758,17077,1.0327215316901526,0.9065932406244525,0.12612829106570014,0.5731487031742846
1990,MozartLaPara,7366410,513117,33771,63399,7.424077671484482,6.965631834231329,0.4584458372531532,0.8606498959466009
1991,MozzyVEVO,4424579,135460,2412,5892,3.1160478770974596,3.0615342160237167,0.054513661073742836,0.1331652118766554
1992,Mr Eazi,600219,45206,692,3682,7.64687555708833,7.531584305061986,0.11529125202634372,0.613442760059245
1993,Mr. Kate,5689755,225953,4274,11568,4.046342944467732,3.971225474559098,0.07511746990863402,0.20331279642093553
1994,Mr. Nightmare,767430,41998,565,4142,5.546173592379761,5.472551242458596,0.07362234992116545,0.5397234926964023
1995,Mr. Sujano,252011,14956,249,6911,6.033466793116173,5.934661582232522,0.0988052108836519,2.7423406121161378
1996,MrBeast,938145456,59045635,710333,4472050,6.369584547665283,6.293867824266262,0.07571672339902055,0.4766904717598504
1997,MrBeast Gaming,533092798,25819830,402892,2430589,4.9189788529088325,4.843402517698241,0.07557633521059123,0.4559410686317319
1998,MrBeast Shorts,127624829,7712366,115653,330621,6.13361762075309,6.0429981065831635,0.09061951416992692,0.2590569582663261
1999,MrBossFTW,446938,7846,2432,1177,2.29964782587294,1.7555007629693604,0.5441470629035795,0.26334748891345106
2000,MrBro,2811463,226687,8831,11549,8.377062049189338,8.062955123364597,0.31410692582473965,0.4107825712093668
2001,MrRoflWaffles,1619055,44250,674,4171,2.774704997668393,2.7330757756839636,0.04162922198442919,0.2576194137938489
2002,Mrwhosetheboss,27108860,1475062,39358,129016,5.586439267457208,5.441254261521879,0.1451850059353289,0.4759182053395089
2003,Mrwhosetheboss Shorts,16968315,1513397,19754,12865,9.03537563983224,8.918958659124375,0.1164169807078664,0.0758177815534424
2004,Mulatto,2095083,117608,2146,6127,5.715954928754613,5.613524619311025,0.10243030944358768,0.2924466476984444
2005,MulattoVEVO,4887518,221052,11447,13777,4.756995268355022,4.5227864122444155,0.23420885611060666,0.281881314810503
2006,Mumbo Jumbo,13581460,811065,4653,69778,6.006114217469992,5.971854277816965,0.034259939653027,0.5137739241583748
2007,Munchies,2004430,34820,489,2262,1.7615481708016743,1.737152207859591,0.024395962942083287,0.1128500371676736
2008,Muselk,628522,34039,529,1515,5.499887036571512,5.415721327177092,0.08416570939442056,0.2410416819140778
2009,Music is Win,1756368,88679,1206,10258,5.117663268745502,5.048998843067056,0.06866442567844552,0.5840461680012389
2010,Musicologo The Libro,2364819,83948,2696,7309,3.663874486800047,3.5498699900499786,0.1140044967500684,0.30907227995038944
2011,Mustard,1294684,53752,834,3177,4.216163944252034,4.151746681043405,0.06441726320862852,0.24538806380553094
2012,Mv Ryhan,106089141,1866882,97235,7073,1.8513836397261432,1.7597295843879064,0.09165405533823674,0.006667034847609899
2013,My Art Attic,1827359,19921,1174,470,1.1543982326406579,1.09015250971484,0.06424572292581808,0.025720178684100935
2014,My Self Reliance,536064,22761,388,1542,4.318327662368673,4.245948244985673,0.07237941738299905,0.2876522206303725
2015,Myke Towers,75393199,1943755,32337,70366,2.621048086844014,2.5781569502044874,0.04289113663952633,0.09333202587676377
2016,MysteryBen27,3789492,358664,1680,26814,9.509031817457327,9.464698698400735,0.04433311905659123,0.7075882466568079
2017,Mystic,393314,11666,280,2080,3.037267933508596,2.9660779936640953,0.07118993984450084,0.5288395531305776
2018,Mythical Kitchen,2244328,76024,2016,4881,3.4772101047618706,3.3873836622810924,0.08982644248077822,0.21748158023247938
2019,MythrodakTV,6560624,332867,4760,53013,5.14626352615239,5.073709452027734,0.07255407412465643,0.8080481368845402
2020,NAE THE GEM,1032819,41366,1510,3690,4.151356626862984,4.005154823836509,0.14620180302647415,0.35727460474681433
2021,NASA,56975003,1394808,31190,29255,2.5028484860281623,2.4481051804420266,0.05474330558613573,0.051347079349868575
2022,NASA Jet Propulsion Laboratory,10778214,172508,5286,20412,1.6495682865454333,1.6005249107134076,0.0490433758320256,0.18938202563059148
2023,NASA Video,698936,9227,329,0,1.367221033113189,1.3201494843590829,0.04707154875410624,0.0
2024,NASASpaceflight,6961023,121845,2634,3323,1.7882285405464111,1.7503892746798855,0.037839265866525654,0.04773723632287955
2025,NASAWallops,122046,1877,46,0,1.5756354161545647,1.537944709371876,0.037690706782688495,0.0
2026,NASCAR,2557404,21602,1479,4864,0.902516770913004,0.8446846880664924,0.05783208284651154,0.19019286745465325
2027,NASCAR on FOX,1845171,15635,747,3693,0.8878309923578899,0.847346939660335,0.04048405269755486,0.2001440516895182
2028,NBA,278512463,2772895,118271,642636,1.0380741920335537,0.9956089469504279,0.042465245083125776,0.2307386869075227
2029,NBA 2K,4881689,144034,12833,29893,3.213375534574202,2.950495207703727,0.2628803268704745,0.6123495372195975
2030,NBA on ESPN,6793757,86461,3652,22709,1.326408936910755,1.2726537025095246,0.05375523440123042,0.33426276506504427
2031,NBA on TNT,24940098,326025,18934,73573,1.383150138383578,1.307232233008868,0.07591790537471023,0.29499884082251804
2032,NBC,5736616,155182,7024,13929,2.8275554787003347,2.705113955683978,0.12244152301635668,0.2428086523483531
2033,NBC Bay Area,2406334,45115,1471,13647,1.9359739753500553,1.8748436418219583,0.061130333528097096,0.5671282540162754
2034,NBC New York,5683411,56619,26575,73631,1.4638040430297932,0.9962151250367077,0.4675889179930855,1.295542412822159
2035,NBC News,75217394,1029252,57841,96702,1.445268098493282,1.3683696619428214,0.07689843655046065,0.1285633479936835
2036,NBC Sports,38125146,528862,27851,81584,1.4602252277276524,1.387173704200372,0.0730515235272804,0.21399000019567138
2037,NBC Sports Bay Area & California,200514,2561,67,328,1.3106316765911608,1.2772175508942019,0.03341412569695881,0.16357960042690287
2038,NBC Sports Chicago,108834,1759,59,840,1.6704338717680136,1.6162228715291178,0.05421100023889593,0.7718176305198743
2039,NBC Sports Philadelphia,522793,4768,428,4814,0.9938924201356942,0.9120244532730928,0.08186796686260145,0.9208233469078584
2040,NBC4 Columbus,143135,1033,2378,5534,2.3830649386942397,0.7216963006951479,1.6613686379990917,3.8662800852342194
2041,NBCLA,371600,4136,171,2399,1.1590419806243273,1.1130247578040904,0.04601722282023681,0.6455866523143164
2042,NCAA Championships,753308,7141,288,2433,0.986183606174367,0.9479522320219618,0.03823137415240512,0.32297546289167245
2043,NCT,29686340,3965002,13680,350070,13.402399891667345,13.356318091081622,0.04608180058572394,1.1792292347254663
2044,NCT 127,7827564,1047771,5478,87104,13.455642138473731,13.385658680018459,0.0699834584552742,1.1127855358320928
2045,NEEDTOBREATHE,202713,7360,98,485,3.6790931020704147,3.630748891289656,0.048344210780759005,0.23925451253742977
2046,NEGOVNO,4106700,90864,3479,7169,2.2972946648160324,2.212579443348674,0.08471522146735821,0.1745683882436019
2047,NEON,385649,6274,94,553,1.651242451037083,1.6268679550575782,0.024374495979504678,0.14339464124112858
2048,NFL,223529109,3316637,152227,635449,1.5518623124829796,1.4837606676095147,0.06810164487346478,0.28428020083952465
2049,NFL Films,2797427,57844,1181,7364,2.1099746302584483,2.0677572640858903,0.042217366172557856,0.2632419005035699
2050,NFL Rush,1347400,22992,1028,3374,1.7826925931423483,1.706397506308446,0.07629508683390233,0.2504081935579635
2051,NFL Throwback,1205655,17843,460,2083,1.5180959727285168,1.4799424379279313,0.03815353480058557,0.17276915867308643
2052,NFVEVO,28850817,2069498,17299,191126,7.233060332398906,7.173100158654086,0.059960173744819774,0.6624630422077822
2053,NHL,2116280,19902,962,5154,0.9858808853270834,0.9404237624510934,0.04545712287598994,0.24354055228986712
2054,NHRA,489118,4517,111,850,0.9461929432161564,0.9234990329531932,0.022693910262963128,0.17378219570737533
2055,NICKMERCS,1246094,40109,1083,2464,3.305689618921205,3.21877803761193,0.08691158130927522,0.19773789136293088
2056,NIKI DEMAR,919627,65357,508,5224,7.162142912289439,7.106903124853881,0.05523978743555811,0.568056396778259
2057,NIVA National Independent Venue Association,296598,3910,245,80,1.400886047781846,1.3182826586827963,0.08260338909904989,0.02697253521601629
2058,NJ.com,749356,6242,833,0,0.9441440383475944,0.8329819204757152,0.11116211787187932,0.0
2059,NLE CHOPPA,37767042,2064756,26978,188968,5.538516889938058,5.46708423709752,0.07143265284053753,0.5003516028605046
2060,NPR,853057,6448,2639,6441,1.065227763209258,0.7558697718909756,0.30935799131828234,0.7550491936646672
2061,NPR Music,33214225,2894598,33916,220304,8.817047515033092,8.714934640203106,0.10211287482998625,0.6632820726661544
2062,NRG Esports,3725059,276386,3973,26443,7.526296898921601,7.419640870117762,0.10665602880383908,0.7098679510848016
2063,NRG Rocket League,410184,14828,126,762,3.645680962689915,3.6149630409767326,0.030717921713182376,0.18577028845591248
2064,NRL - National Rugby League,300027,4365,161,622,1.5085308988857669,1.4548690617844393,0.05366183710132755,0.2073146750125822
2065,NVIDIA GeForce,1160251,59680,896,10669,5.220939262280317,5.1437145927906975,0.07722466948961906,0.9195424093579752
2066,NYT Cooking,480165,25817,203,1630,5.418970562202576,5.376693428300689,0.04227713390188789,0.3394666416752575
2067,Nabela Noor,536596,37649,1036,5245,7.209334396827408,7.0162654958292645,0.19306890099814386,0.9774579012888653
2068,Nadeshot,375726,28685,1498,2209,8.033247632583318,7.6345528390369575,0.3986947935463609,0.5879284372122238
2069,NairoMK,674600,77139,1788,11521,11.699822116809962,11.434776163652534,0.26504595315742663,1.7078268603616957
2070,Nandi Bushell,324558,12283,298,1022,3.8763487573869693,3.784531578331146,0.09181717905582361,0.3148897885739991
2071,Nanpa Basico Oficial,4145290,258816,2174,8676,6.29606131296001,6.243616248802859,0.052445064157151854,0.20929778133737326
2072,Napalm Records,698596,59308,869,3998,8.61399149150582,8.489599138844197,0.12439235266162417,0.572290708793065
2073,Nas,681537,45555,511,3764,6.759134133583356,6.684156546159636,0.07497758742372021,0.5522810940565223
2074,Nas Daily,2390105,322932,2353,3591,13.609653132393765,13.511205574650486,0.09844755774327905,0.15024444532771572
2075,Nasher,157421,7376,232,964,4.8329003119024785,4.685524802917019,0.14737550898545937,0.6123706494050984
2076,Nate Wyatt,1665993,107080,1282,3347,6.504349057889199,6.4273979542531094,0.0769511036360897,0.20090120426676464
2077,Nate and Karissa,1058392,69833,2024,7176,6.789261445664744,6.598027951836371,0.1912334938283736,0.6780096599369609
2078,Nathaly Cuevas,534804,33220,893,3365,6.378598514596002,6.211621453841033,0.16697706075496818,0.6292024741774557
2079,Nathan Doan Comedy,9181562,516995,3654,48114,5.67059286862083,5.630795718636981,0.03979714998384806,0.5240284822996348
2080,Natsumiii,1493223,167023,614,10296,11.226521423792695,11.185402314322777,0.041119109469918425,0.6895152298082737
2081,Natti Natasha,48700997,1586858,43220,100889,3.347114228482838,3.2583686120429936,0.08874561643984413,0.2071600300092419
2082,Navs Garage,998928,18434,2481,2327,2.0937444940976726,1.8453782454791536,0.24836624861851905,0.23294972210209344
2083,Neebs Gaming,288393,31856,84,4945,11.075164792488028,11.046037871931704,0.029126920556324182,1.7146740732264654
2084,Need for Speed,928378,34574,7655,8195,4.548685987819616,3.724129610998968,0.8245563768206485,0.8827223393919287
2085,NekoKaren,760467,87980,832,815,11.678613273159781,11.569206816337855,0.10940645682192653,0.10717098835320928
2086,NellyVEVO,1020647,29902,606,1213,2.9890843749112084,2.9297102720137325,0.059374102897475814,0.11884618286243921
2087,NellyVidz,972491,51845,700,2883,5.403134836209281,5.331154735622232,0.07198010058704914,0.2964551857035181
2088,Nene Leakes,775111,47195,1554,10829,6.289292759359627,6.0888053452989315,0.2004874140606958,1.3970902232067408
2089,NerdOut!,4855944,208736,3485,16239,4.370334583759615,4.298566869799157,0.07176771396045753,0.33441489440570155
2090,Nessa Barrett,4449893,460531,10161,28557,10.577602652468272,10.349260083332341,0.22834256913593204,0.6417457678195858
2091,Netflix,56489541,1889825,44586,160858,3.4243701856242734,3.345442300549052,0.07892788507522126,0.28475713760888943
2092,Netflix Film Club,21791962,662935,8175,16427,3.079621743099589,3.0421079111646763,0.03751383193491251,0.07538100516144439
2093,Netflix Futures,951804,77834,283,0,8.207256956264105,8.177523944005278,0.029733012258826397,0.0
2094,Netflix Is A Joke,2899356,98963,4022,9877,3.551995684558916,3.4132752238773025,0.13872046068161342,0.3406618573227986
2095,Netflix UK & Ireland,3331398,47545,7846,5688,1.662695360926554,1.4271786199067178,0.2355167410198361,0.17073913113953962
2096,Neuralink,7283434,136427,4615,17202,1.936476667462079,1.8731136988404096,0.06336296862166939,0.23617980199999067
2097,New Rockstars,18947144,646433,17432,48963,3.5037734446943563,3.411770132744017,0.09200331195033933,0.2584188941615686
2098,New York Post,375771,2989,2463,4730,1.4508836498825082,0.7954312599961146,0.6554523898863935,1.258745352887796
2099,NewScapeGames,816184,14105,475,984,1.7863618987875283,1.7281642374758632,0.05819766131166502,0.1205610499593229
2100,News 19 WLTX,656087,7410,2061,1964,1.4435585524480747,1.1294233843987154,0.3141351680493593,0.29935054344926815
2101,News4 WSMV Nashville,2039245,14209,5562,16574,0.9695254861480597,0.69677748382367,0.27274800232438967,0.8127517782316495
2102,News4JAX,4272207,27743,12566,23959,0.9435170159123843,0.6493833281018453,0.29413368781053917,0.5608108408604733
2103,NewsChannel 5,1134809,8378,904,7055,0.8179350005155053,0.7382740179184338,0.0796609825970714,0.6216905223698438
2104,NewsNOW from FOX,1392823,25742,1860,10453,1.981730629089267,1.8481888940662239,0.13354173502304312,0.7504901915031558
2105,Newzmagazine.com,847230,21498,801,2933,2.6319889522325695,2.5374455578768456,0.09454339435572395,0.34618698582439245
2106,Nfasis,619041,56706,1852,6829,9.45947037433708,9.160297944724178,0.29917242961290125,1.1031579491503793
2107,NiallHoranVEVO,410892,100185,122,9689,24.41201094204803,24.382319441605095,0.02969150044293878,2.3580405556691297
2108,Nick Ackerman,465376,6198,249,954,1.3853314309289693,1.331826308189507,0.053505122739462285,0.20499553049577116
2109,Nick DiGiovanni,1616206,78991,1597,4879,4.986245565231165,4.887433903846415,0.09881166138474923,0.3018798346250416
2110,Nick Eh 30,5175311,200267,3419,12677,3.935724828904002,3.869661166256482,0.06606366264752012,0.244951462820302
2111,Nick Pro,3527782,71814,3095,2978,2.12340218301471,2.0356700045524354,0.0877321784622746,0.08441564699859572
2112,Nick Smith,490588,10953,350,405,2.303969929961597,2.2326269700848775,0.07134295987671936,0.08255399642877527
2113,Nick's Strength and Power,808774,40247,534,5929,5.042323318998879,4.976297457633406,0.06602586136547416,0.7330848914529894
2114,NickJonasVEVO,1655635,63934,859,3011,3.913483346268954,3.861599929936248,0.051883416332706184,0.18186375620230305
2115,Nickelback,637602,21492,2616,2332,3.781042092088795,3.370754796879558,0.4102872952092371,0.3657454023042588
2116,Nicki Minaj,1905554,168999,1558,13043,8.950520426080814,8.868759426392534,0.08176099968827963,0.6844728619603538
2117,Nicki Swift,790521,3603,1064,500,0.5903701482946057,0.45577536839628546,0.13459477989832022,0.06324942664394748
2118,NickiMinajAtVEVO,8340281,458403,9706,48916,5.612628639250884,5.496253663395754,0.11637497585513006,0.5865030207015807
2119,NickyJamTV,25966711,864510,19546,147253,3.4045744183774374,3.329301119421709,0.07527329895572836,0.5670837558133566
2120,Nicole Guerriero,420897,12884,342,675,3.1423364861236833,3.061081452231781,0.08125503389190229,0.16037177741822822
2121,Nicole Kirkland,2123537,125755,1164,6539,5.976773656404386,5.92195944784574,0.054814208558645314,0.30792964756441726
2122,Nicole Laeno,4060536,264533,2843,0,6.584746447267061,6.514731060135904,0.07001538713115707,0.0
2123,Nicole Tv,11383957,790417,8410,40786,7.017129456831223,6.943253562886789,0.07387589394443426,0.358276124901034
2124,Nigmas - Minecraft Building,853515,57231,1556,358,6.887635249526956,6.705330310539358,0.18230493898759834,0.04194419547401042
2125,Nik Nocturnal,207570,14571,225,1142,7.128197716433011,7.019800549212314,0.10839716722069663,0.5501758442934913
2126,Nike,58551914,108649,4876,6873,0.1938877694075039,0.1855601167879841,0.008327652619519833,0.011738301159548773
2127,Niki and Gabi,8858093,495512,7664,26657,5.68040999343764,5.593890242516081,0.0865197509215584,0.300933846596553
2128,Nikias Molina,933385,15046,2891,1460,1.9217150479169902,1.611982193842841,0.30973285407414947,0.15641991246913117
2129,Nikita Dragun,498495,26764,2590,1942,5.888524458620448,5.368960571319672,0.5195638873007753,0.3895726135668362
2130,Nikki V.,960925,52462,900,3033,5.553190935817051,5.45953118089341,0.09365975492364129,0.3156333740926711
2131,NikkieTutorials,36100286,2356241,33825,153492,6.620628988922691,6.52693167029203,0.09369731863066126,0.4251822270881732
2132,Niko Omilana,7405422,1031182,6143,28944,14.007641968276758,13.924689234455512,0.08295273382124611,0.3908487591929265
2133,NileBlue,1513294,72587,3064,7493,4.999094690126308,4.796622467279986,0.2024722228463207,0.49514502799852506
2134,NileRed Shorts,18594814,1335118,17828,25149,7.275931880792139,7.180055686494095,0.0958761942980446,0.13524738671760847
2135,Ninja,447848,29513,431,1552,6.686197102588379,6.5899590932637855,0.09623800932459227,0.34654614958646685
2136,Ninja Sex Party,2025684,237583,875,19370,11.771727475756338,11.72853218962089,0.04319528613544857,0.9562202199355871
2137,Nino Freestyle,2324406,181428,1862,7409,7.885455466902082,7.805348979481209,0.08010648742087226,0.3187481016655438
2138,Nintendo,61872797,2566866,127275,407222,4.354322304194524,4.148618010593573,0.20570429360095036,0.6581599988117557
2139,Nintendo Mobile,514030,28227,1328,0,5.749664416473746,5.491313736552342,0.25835067992140537,0.0
2140,Nipsey Hussle,1071937,33410,644,3420,3.1768658046135174,3.1167876470352267,0.06007815757829051,0.31904860080396513
2141,Nipsey Hussle - Topic,1636067,36036,1435,29,2.290309626683993,2.2025992823032308,0.08771034438076192,0.00177254354497707
2142,Nique & King,2116978,159575,1302,17367,7.599370423310965,7.537867658520778,0.061502764790186765,0.8203675238949105
2143,Nissan,1983802,22273,706,13062,1.1583313254044507,1.1227430963372353,0.03558822906721538,0.6584326459999537
2144,No Comment TV,1089099,22807,912,3052,2.177855273028439,2.0941163291858684,0.08373894384257079,0.2802316410170242
2145,No Jumper,609725,15860,1973,11489,2.924761162819304,2.60117265980565,0.3235885030136537,1.8842920988970437
2146,No Life Shaq,471368,29725,280,2942,6.36551484190696,6.306113270311094,0.05940157159586565,0.6241407986965598
2147,No0b3,818709,100065,432,8045,12.275057437990787,12.222291436884168,0.0527660011066203,0.982644627089723
2148,NoCap,7728702,330277,4577,19970,4.332603327182236,4.273382516236232,0.05922081094600361,0.2583875015494193
2149,Noah Beck,28702363,1590223,32950,66224,5.655189435099821,5.5403905246407765,0.11479891045904478,0.23072664783732266
2150,Noah Schnacky,2627058,0,0,2442,0.0,0.0,0.0,0.09295569416434658
2151,NoahJ456,2920272,110205,4431,11731,3.925524745640132,3.7737923042785058,0.15173244136162659,0.4017091558594542
2152,Noch,4863564,55723,2379,2472,1.1946383351797158,1.1457235887098431,0.04891474646987271,0.05082692445293205
2153,Noel Miller,1171936,87059,359,2924,7.45928105289026,7.428647980777107,0.030633072113152936,0.24950167927258826
2154,Nonstop Sports,293528,5787,126,1111,2.0144585865743645,1.9715325284129623,0.04292605816140198,0.3784988144231555
2155,Noodle,3064273,312558,7578,24760,10.447372019399054,10.200070293997957,0.2473017254010984,0.8080220006507253
2156,Noriel,2034036,185817,981,9594,9.183613269381663,9.135384034500865,0.04822923488079857,0.47167306773331447
2157,NorielVEVO,2635140,108183,1989,4981,4.18087843530135,4.1053985746487855,0.07547986065256494,0.18902221513847461
2158,Northwest Sawyer,302134,6548,195,1740,2.231791191987661,2.167250292916388,0.06454089907127301,0.575903407097513
2159,Not A Content House,721997,23884,1066,1856,3.455693029195412,3.3080469863448188,0.14764604285059357,0.2570647800475625
2160,Not Alpharad,290582,36648,506,2200,12.78606383051944,12.611930539400237,0.17413329111920214,0.7571012657356615
2161,Not GeorgeNotFound,4904110,453261,3093,16494,9.305541678306563,9.242472130519095,0.06306954778746807,0.33633013941367546
2162,Not PaulGG,13588152,511221,9971,50827,3.835635633160418,3.76225552967026,0.0733801034901582,0.3740538080527801
2163,Not What You Think,7673316,172621,2175,2200,2.277972130953554,2.2496271494618494,0.0283449814917045,0.02867078587666662
2164,NotLuc,484592,17720,680,1530,3.7970086175586886,3.656684386040215,0.14032423151847329,0.31572952091656487
2165,NotNico,453671,26287,524,2201,5.9097892525640825,5.7942870494256855,0.11550220313839765,0.4851533379916283
2166,NotYourAverageFlight,1884648,75934,9316,15029,4.523391105394747,4.029081292633956,0.4943098127607914,0.7974433422050166
2167,Nova Rockafeller,1406149,72583,3614,9265,5.418842526645469,5.161828511772224,0.257014014873246,0.6588917675153914
2168,NowThis News,9133502,310605,11166,46061,3.522975086664458,3.400721869880797,0.12225321678366086,0.5043082051112486
2169,Nuclear Blast Records,598858,27462,435,1655,4.658366424093859,4.5857281692822,0.07263825481165818,0.27635933727194095
2170,Nuke Squad,593398,28823,693,1916,4.9740646244173385,4.857279599863835,0.11678502455350372,0.3228861573513898
2171,Nyan Minecraft,607065,34982,1733,328,6.047952031495804,5.762480129804881,0.28547190169092274,0.054030458023440656
2172,Nyma Tang,1880659,108264,1938,4704,5.859754479679729,5.756705495254589,0.10304898442514034,0.2501250891309908
2173,OCTAGON NEWS,411820,5688,147,1473,1.4168811616725754,1.381185955028896,0.03569520664367928,0.3576805400417658
2174,OFF GRID with DOUG & STACY,156599,17312,218,2794,11.19419664237958,11.054987579741889,0.13920906263769245,1.7841748670170308
2175,OFFICIAL EPIK HIGH,2532001,269978,1284,15455,10.713344899942772,10.662634019496833,0.05071088044593979,0.6103868047445479
2176,OH TRE TRE TRE,806533,17783,10968,6344,3.5647642439924963,2.204869484571617,1.3598947594208792,0.7865766186876421
2177,OHGEESY,2873658,157950,3016,7342,5.601432042365515,5.496478704146423,0.10495333821909218,0.25549317281318795
2178,OMB Peezy,1757853,69863,992,3247,4.030769353296322,3.9743368757228277,0.05643247757349448,0.1847139664124361
2179,ONEUS,14929722,304703,2524,72543,2.057821304375259,2.0409154303074097,0.016905874067849356,0.4858965223866861
2180,OTV Live,694054,21034,181,805,3.0566785869687374,3.030599924501552,0.02607866246718555,0.115985211525328
2181,OTXBOYZ,1904568,64603,1006,2829,3.4448231830000293,3.3920028058856393,0.05282037711439024,0.14853762112983102
2182,OVO Sound,804913,35201,553,2359,4.441970747149071,4.373267669922091,0.06870307722697981,0.2930751522214202
2183,OWN,880728,12586,296,2140,1.4626536229119547,1.42904506272084,0.03360856019111463,0.24298080678711248
2184,Observe,312436,15958,415,2008,5.240433240727701,5.107606037716525,0.13282720301117668,0.6426916232444405
2185,Obzesion Oficial,2409822,51840,3210,3117,2.284401088545129,2.1511962294310534,0.13320485911407565,0.12934565291544356
2186,Oculus,22152087,21921,9390,3074,0.14134559872394867,0.0989568161230136,0.04238878260093507,0.013876796348804517
2187,OffTheRanch,2872332,170758,3817,18937,6.077814124551062,5.944925586596535,0.13288853795452615,0.6592900820657223
2188,Official Ed and Lorraine Warren Channel,1858899,54101,1176,0,2.9736419246016057,2.9103786703849965,0.06326325421660886,0.0
2189,Official Flavour,2417681,73652,2013,8030,3.1296519267843856,3.046390321965553,0.08326160481883259,0.3321364563811355
2190,Official Rick Astley,1314846,125085,847,7673,9.577699593716678,9.51328140329742,0.06441819041925823,0.5835664404804821
2191,Official Saweetie,56238174,909036,40901,53355,1.6891320120030924,1.6164038327417956,0.07272817926129678,0.09487327949161364
2192,OfficialCKanVEVO,2264255,124749,1721,5890,5.585501632987451,5.509494292824792,0.07600734016265835,0.26012971153867387
2193,OfficialFritoLay,5792987,8402,897,626,0.16052167905779868,0.14503743923471604,0.015484239823082634,0.010806169597825785
2194,OfficialGucciMane,2776016,110724,2902,7239,4.093132028057475,3.988593725684578,0.10453830237289699,0.26076939037815344
2195,OfficialHoophall,561857,13281,253,1435,2.4087979681662772,2.3637687169511103,0.04502925121516685,0.25540306519274475
2196,OfficialSpiceKing,6904785,547671,12803,23752,8.11718250459645,7.9317603661808445,0.18542213841560598,0.3439933321602338
2197,Offline TV,1896418,164098,1024,9755,8.707046653216748,8.65305011869746,0.05399653451928847,0.5143908146832608
2198,OfflineTV,16939963,1373957,13523,59591,8.190572789326636,8.110743807409733,0.07982898191690266,0.35177762784960037
2199,Ohio State Football,191330,3513,140,779,1.909266711963623,1.836094705482674,0.07317200648094914,0.407149950347567
2200,Old Spice,6531202,941,90,146,0.01578576194703517,0.014407761389098056,0.0013780005579371148,0.0022354231273202085
2201,Old’s Cool Kevmo,269833,17075,445,320,6.4929048707904515,6.327988051869119,0.16491681892133284,0.11859186978612697
2202,Oliver Tree,1364385,127190,2435,9345,9.500617494328946,9.32214880697164,0.1784686873573075,0.6849239767367715
2203,Olivia Jade,329566,13614,1569,1663,4.606967951791144,4.130887288130451,0.4760806636606931,0.5046030233701292
2204,Olivia Ponton,388573,36559,615,1209,9.566799546031248,9.408528127275956,0.1582714187552918,0.3111384476018663
2205,Olivia Rodrigo,17007092,1782554,9526,62524,10.537251165572574,10.481239238313051,0.05601192725952209,0.36763486667797174
2206,Olivia Rodrigo - Topic,429532,18859,167,10,4.42947207658568,4.390592551893689,0.03887952469199035,0.0023281152510173865
2207,OliviaOBrienVEVO,361306,31500,367,1752,8.819947634415149,8.718371684942957,0.10157594947219255,0.48490752990539876
